,location,country_code,latitude,longitude,confirmed,dead,recovered,updated
1682,"Columbia County, Georgia",us,33.5098514,-82.25832969999999,212,6.0,,2020-05-19 19:45:20.115934+00:00
1683,"Fayette County, Georgia",us,33.4502206,-84.4802606,210,11.0,,2020-05-19 19:45:20.115934+00:00
1684,Corumbá,br,-19.0081688,-57.65155029999999,8,0.0,,2020-05-19 19:47:51.919934+00:00
1685,"Bay County, Michigan",us,43.7109732,-84.01674229999999,248,16.0,,2020-05-19 19:45:20.115934+00:00
1686,Mataraca,br,-6.5928178,-35.0576436,7,0.0,,2020-05-19 19:48:00.332361+00:00
1687,"St. Martin Parish, Louisiana",us,30.2395901,-91.7538817,274,22.0,,2020-05-19 19:45:20.115934+00:00
1688,Jeceaba,br,-20.5375312,-43.9817699,1,0.0,,2020-05-19 19:47:58.386815+00:00
1689,"Fulton County, New York",us,43.1118737,-74.4994517,182,15.0,,2020-05-19 19:45:20.115934+00:00
1690,"Bertie County, North Carolina",us,36.0245185,-76.964306,89,3.0,,2020-05-19 19:45:20.115934+00:00
1691,Matias Barbosa,br,-21.8680209,-43.3177168,1,0.0,,2020-05-19 19:48:00.347165+00:00
1692,"Mills County, Texas",us,31.6137467,-98.5721016,1,0.0,0.0,2020-05-18 19:46:28.987306+00:00
1693,"Garfield County, Nebraska",us,41.9678957,-98.92453429999999,1,0.0,,2020-05-15 16:00:23.039672+00:00
1694,Alvorada D'Oeste,br,-11.320782,-62.5443612,2,0.0,,2020-05-19 19:47:42.277518+00:00
1695,"East Feliciana Parish, Louisiana",us,30.8458948,-91.02032240000001,177,23.0,,2020-05-19 19:45:20.115934+00:00
1696,Antônio Prado,br,-28.8570038,-51.28213179999999,1,0.0,,2020-05-19 19:47:42.951947+00:00
1697,Bernardino de Campos,br,-23.0147985,-49.4731864,0,0.0,,2020-05-19 19:47:45.757449+00:00
1698,"Barry County, Michigan",us,42.5354321,-85.35496499999999,57,1.0,,2020-05-19 19:45:20.115934+00:00
1699,Pedro II,br,-22.9017294,-43.1845046,17,1.0,,2020-05-19 19:48:04.637655+00:00
1700,"Saratoga County, New York",us,43.0324245,-73.93598209999999,434,14.0,,2020-05-19 19:45:20.115934+00:00
1701,Bom Princípio,br,-29.492613,-51.3549766,8,0.0,,2020-05-19 19:47:46.261286+00:00
1702,Jequiá da Praia,br,-9.8964713,-36.11108,16,0.0,,2020-05-19 19:47:58.415237+00:00
1703,Jequitinhonha,br,-16.442688,-41.0109819,2,1.0,,2020-05-19 19:47:58.408383+00:00
1704,Jesúpolis,br,-15.9552776,-49.3753865,3,0.0,,2020-05-19 19:47:58.436027+00:00
1705,Quintana,br,-22.0695288,-50.3060827,4,0.0,,2020-05-19 19:48:07.298300+00:00
1706,Santa Helena de Goiás,br,-17.8119748,-50.5981252,1,0.0,,2020-05-19 19:48:08.844944+00:00
1707,"Benzie County, Michigan",us,44.678277,-86.2970998,4,0.0,,2020-05-19 19:45:20.115934+00:00
1708,Santa Maria de Jetibá,br,-20.0257594,-40.7443157,43,3.0,,2020-05-19 19:48:09.110233+00:00
1709,Santa Mônica,br,-23.1084984,-53.1107767,9,1.0,,2020-05-19 19:48:09.166533+00:00
1710,Blida,dz,36.4798683,2.8005677,996,996.0,116.0,2020-05-17 15:47:05.449410+00:00
1711,Fuling district,cn,29.703113,107.389298,5,0.0,5.0,2020-05-19 19:48:18.919922+00:00
1712,"Unassigned County, Oklahoma",us,35.0077519,-97.092877,1,0.0,0.0,2020-05-15 02:46:41.049442+00:00
1713,Safwá,sa,26.6600058,49.9260552,168,0.0,0.0,2020-05-19 19:48:39.376999+00:00
1714,"Tompkins County, New York",us,42.4575747,-76.5488232,141,0.0,,2020-05-19 19:45:20.115934+00:00
1715,Al Hadban,sa,30.0728062,40.35351550000001,8,0.0,0.0,2020-05-19 19:48:39.476927+00:00
1716,Mumbai City,in,19.0759837,72.8776559,21335,757.0,3730.0,2020-05-19 19:48:45.218108+00:00
1717,"St. Lucie County, Florida",us,27.3225563,-80.54384499999999,334,27.0,,2020-05-19 19:45:20.115934+00:00
1718,"Santa Rosa County, Florida",us,30.7689907,-86.9824288,185,9.0,,2020-05-19 19:45:20.115934+00:00
1719,"Dougherty County, Georgia",us,31.5439375,-84.2278796,1664,135.0,,2020-05-19 19:45:20.115934+00:00
1720,"Rock Island County, Illinois",us,41.39982089999999,-90.563609,590,18.0,,2020-05-19 19:45:20.115934+00:00
1721,"Tazewell County, Illinois",us,40.5522078,-89.4742177,63,3.0,,2020-05-19 19:45:20.115934+00:00
1722,"Aroostook County, Maine",us,46.819941,-68.4766064,7,0.0,,2020-05-19 19:45:20.115934+00:00
1723,"Webster County, Nebraska",us,40.2357266,-98.5721016,5,0.0,,2020-05-19 19:45:20.115934+00:00
1724,"Yates County, New York",us,42.64308459999999,-77.1485163,25,5.0,,2020-05-19 19:45:20.115934+00:00
1725,"St. Johns County, Florida",us,29.9719419,-81.42789839999999,232,5.0,,2020-05-19 19:45:20.115934+00:00
1726,"Seward County, Nebraska",us,40.9078649,-97.0984646,26,1.0,,2020-05-19 19:45:20.115934+00:00
1727,"Kerr County, Texas",us,30.0945305,-99.456155,10,0.0,,2020-05-19 19:45:20.115934+00:00
1728,Haute-Savoie,fr,46.1756788,6.5389621,1064,156.0,765.0,2020-05-19 19:47:00.280184+00:00
1729,Barrolândia,br,-9.8344565,-48.72563479999999,4,0.0,,2020-05-19 19:47:45.260619+00:00
1730,Carapebus,br,-22.1888948,-41.6617014,8,1.0,,2020-05-19 19:47:50.262874+00:00
1731,Herford,de,52.1178305,8.679399799999999,330,7.0,,2020-05-18 00:00:00+00:00
1732,"Norton city, Virginia",us,36.933433,-82.6290459,2,0.0,,2020-05-19 19:45:20.115934+00:00
1733,"Outagamie County, Wisconsin",us,44.4636545,-88.4016041,142,5.0,,2020-05-19 19:45:20.115934+00:00
1734,Nuevo León,mx,25.592172,-99.99619469999999,776,49.0,469.0,2020-05-19 19:46:51.718177+00:00
1735,Al Majarda,sa,24.5661124,46.7515566,43,0.0,0.0,2020-05-10 16:49:37.258954+00:00
1736,Huizhou,cn,23.112257,114.415801,62,0.0,62.0,2020-05-19 19:48:18.919922+00:00
1737,"Lincoln County, New Mexico",us,33.8853309,-105.4068079,3,0.0,,2020-05-19 19:45:20.115934+00:00
1738,Jaguaruna,br,-28.6188468,-49.0251668,8,0.0,,2020-05-19 19:47:58.085609+00:00
1739,Aalsmeer,nl,52.2621639,4.7619222,9,,,2020-05-19 19:46:55.041560+00:00
1740,"Rockdale County, Georgia",us,33.6752492,-84.0378894,250,7.0,,2020-05-19 19:45:20.115934+00:00
1741,Turbah,sa,21.2075957,41.62114,2,0.0,0.0,2020-05-10 16:49:37.243575+00:00
1742,Acorizal,br,-15.1334049,-56.33766989999999,1,0.0,,2020-05-19 19:47:41.476368+00:00
1743,Alvorada do Sul,br,-22.7817572,-51.23019,3,0.0,,2020-05-19 19:47:42.302971+00:00
1744,"Haywood County, North Carolina",us,35.624394,-82.99316069999999,26,0.0,,2020-05-19 19:45:20.115934+00:00
1745,"Texas County, Oklahoma",us,36.8301318,-101.4339148,752,4.0,,2020-05-19 19:45:20.115934+00:00
1746,"Fillmore County, Nebraska",us,40.47101190000001,-97.5247243,4,0.0,,2020-05-19 19:45:20.115934+00:00
1747,Apicum-Açu,br,-1.5254974,-45.0771018,16,0.0,,2020-05-19 19:47:43.050143+00:00
1748,Barbosa,br,-29.2950409,-51.50089209999999,0,0.0,,2020-05-19 19:47:44.542037+00:00
1749,Jucurutu,br,-6.0349454,-37.0183655,1,0.0,,2020-05-19 19:47:58.626822+00:00
1750,Lafaiete Coutinho,br,-13.6566183,-40.2129046,1,0.0,,2020-05-19 19:47:58.813909+00:00
1751,Laranjal,br,-23.0508797,-47.8366464,1,0.0,,2020-05-19 19:47:59.135393+00:00
1752,Luís Antônio,br,-21.5528056,-47.6986968,1,0.0,,2020-05-19 19:47:59.441766+00:00
1753,Marechal Thaumaturgo,br,-8.9481968,-72.7883456,11,0.0,,2020-05-19 19:48:00.111684+00:00
1754,Sampaio,br,-22.8992775,-43.2609188,4,0.0,,2020-05-19 19:48:08.507589+00:00
1755,Iguaba Grande,br,-22.8142407,-42.2066423,51,6.0,,2020-05-19 19:47:56.194274+00:00
1756,São João do Piauí,br,-8.355141099999999,-42.2564275,7,0.0,,2020-05-19 19:48:11.470814+00:00
1757,"Chowan County, North Carolina",us,36.1354131,-76.6181655,15,0.0,,2020-05-19 19:45:20.115934+00:00
1758,Tarn Taran,in,31.4538668,74.9267599,155,0.0,154.0,2020-05-19 19:48:44.604492+00:00
1759,Carauari,br,-4.881702,-66.9045726,156,2.0,,2020-05-19 19:47:50.290496+00:00
1760,Santo Ângelo,br,-28.3006117,-54.2673083,11,2.0,,2020-05-19 19:48:09.759926+00:00
1761,"Yalobusha County, Mississippi",us,33.9768292,-89.6759101,73,1.0,,2020-05-19 19:45:20.115934+00:00
1762,"Maui County, Hawaii",us,20.7983626,-156.3319253,117,6.0,,2020-05-19 19:45:20.115934+00:00
1763,"Venango County, Pennsylvania",us,41.3896611,-79.8296743,8,0.0,,2020-05-19 19:45:20.115934+00:00
1764,"Forrest County, Mississippi",us,31.2148677,-89.28472510000002,442,27.0,,2020-05-19 19:45:20.115934+00:00
1765,Yaroslavl Oblast,ru,57.8991523,38.8388633,1938,12.0,333.0,2020-05-19 19:48:35.566651+00:00
1766,"Wise County, Texas",us,33.2895861,-97.69822719999999,36,2.0,,2020-05-19 19:45:20.115934+00:00
1767,"Yoakum County, Texas",us,33.2114703,-102.8975098,2,0.0,,2020-05-19 19:45:20.115934+00:00
1768,Relizane,dz,35.7339361,0.5588787,39,39.0,3.0,2020-05-19 19:46:52.873089+00:00
1769,Abaiara,br,-7.3606417,-39.0477953,1,0.0,,2020-05-19 19:47:41.336962+00:00
1770,"Calloway County, Kentucky",us,36.6402766,-88.28504199999999,46,1.0,,2020-05-19 19:45:20.115934+00:00
1771,"Richmond County, North Carolina",us,35.003045,-79.7848422,115,2.0,,2020-05-19 19:45:20.115934+00:00
1772,"Glacier County, Montana",us,48.5217475,-112.919665,6,0.0,,2020-05-19 19:45:20.115934+00:00
1773,"Miller County, Arkansas",us,33.3335556,-93.86553029999999,42,1.0,,2020-05-19 19:45:20.115934+00:00
1774,"Beaufort County, North Carolina",us,35.4613504,-76.91820969999999,30,0.0,,2020-05-19 19:45:20.115934+00:00
1775,"Caswell County, North Carolina",us,36.3860217,-79.29021329999999,44,1.0,,2020-05-19 19:45:20.115934+00:00
1776,"Fresno County, California",us,36.9858984,-119.2320784,1263,17.0,,2020-05-19 19:45:20.115934+00:00
1777,"Harvey County, Kansas",us,38.0025215,-97.35165579999999,14,0.0,,2020-05-19 19:45:20.115934+00:00
1778,Santa Maria,br,-29.687634,-53.8129003,44,2.0,,2020-05-19 19:48:09.148042+00:00
1779,"Ascension Parish, Louisiana",us,30.2017295,-90.9438468,760,50.0,,2020-05-19 19:45:20.115934+00:00
1780,"Frederick County, Maryland",us,39.3844507,-77.4701972,1467,90.0,,2020-05-18 19:45:24.591927+00:00
1781,"Beaverhead County, Montana",us,45.2135118,-113.1093046,1,0.0,,2020-05-19 19:45:20.115934+00:00
1782,"York County, Nebraska",us,40.7941448,-97.5247243,30,0.0,,2020-05-19 19:45:20.115934+00:00
1783,"Kleberg County, Texas",us,27.4308339,-97.69822719999999,14,1.0,,2020-05-19 19:45:20.115934+00:00
1784,Kilis,tr,36.716477,37.114661,16,,,2020-05-11 18:20:32.310216+00:00
1785,Grossos,br,-4.98107,-37.1624128,5,1.0,,2020-05-19 19:47:55.293024+00:00
1786,Penha,br,-26.7744186,-48.64368959999999,33,2.0,,2020-05-19 19:48:04.726004+00:00
1787,"Pitt County, North Carolina",us,35.5589221,-77.4242972,213,2.0,,2020-05-19 19:45:20.115934+00:00
1788,Pentecoste,br,-3.7924416,-39.2697747,25,4.0,,2020-05-19 19:48:04.733187+00:00
1789,Butiá,br,-30.1180899,-51.96154569999999,2,0.0,,2020-05-19 19:47:46.897017+00:00
1790,Bedford,gb,52.1386394,-0.4667782,531,,,2020-05-14 15:01:09+00:00
1791,Guaraí,br,-8.8358375,-48.511861,17,1.0,,2020-05-19 19:47:55.580583+00:00
1792,"Page County, Virginia",us,38.63013309999999,-78.52065,161,16.0,,2020-05-19 19:45:20.115934+00:00
1793,Brejo Alegre,br,-21.1660735,-50.1836844,1,0.0,,2020-05-19 19:47:46.600436+00:00
1794,"Evans County, Georgia",us,32.1427011,-81.909826,5,0.0,,2020-05-19 19:45:20.115934+00:00
1795,Espigão D'Oeste,br,-11.5323149,-61.0169967,3,0.0,,2020-05-19 19:47:53.560121+00:00
1796,"Madison County, North Carolina",us,35.8237518,-82.6915429,2,0.0,,2020-05-19 19:45:20.115934+00:00
1797,"Moniteau County, Missouri",us,38.5827118,-92.5792482,44,1.0,,2020-05-19 19:45:20.115934+00:00
1798,"Sonoma County, California",us,38.5779555,-122.9888319,391,4.0,,2020-05-18 19:45:24.591927+00:00
1799,"Franklin County, Nebraska",us,40.20898570000001,-98.92453429999999,5,0.0,,2020-05-19 19:45:20.115934+00:00
1800,Goianésia,br,-15.3122723,-49.11664409999999,32,3.0,,2020-05-19 19:47:55.041430+00:00
1801,"Carson County, Texas",us,35.4578717,-101.4339148,5,0.0,,2020-05-19 19:45:20.115934+00:00
1802,"Clay County, Georgia",us,31.6447931,-85.0025539,30,3.0,,2020-05-19 19:45:20.115934+00:00
1803,"Swain County, North Carolina",us,35.4328955,-83.46435509999999,6,0.0,,2020-05-19 19:45:20.115934+00:00
1804,Haibei,cn,36.954413,100.900997,3,0.0,3.0,2020-05-19 19:48:18.919922+00:00
1805,"Cobb County, Georgia",us,33.8999297,-84.56414699999999,2429,132.0,,2020-05-19 19:45:20.115934+00:00
1806,"Cherokee County, North Carolina",us,35.1134803,-84.05902900000001,27,1.0,0.0,2020-05-18 19:46:28.987306+00:00
1807,"Columbus County, North Carolina",us,34.2548658,-78.74762079999999,250,20.0,0.0,2020-05-18 19:46:28.987306+00:00
1808,Béjaïa,dz,36.7508896,5.056733299999999,211,211.0,17.0,2020-05-17 15:47:05.457914+00:00
1809,"Seneca County, New York",us,42.7651891,-76.8720961,51,1.0,,2020-05-19 19:45:20.115934+00:00
1810,"Tillman County, Oklahoma",us,34.4478348,-98.92453429999999,22,1.0,,2020-05-19 19:45:20.115934+00:00
1811,Moreno,br,-8.1074357,-35.1045175,98,12.0,,2020-05-19 19:48:01.187114+00:00
1812,Rinópolis,br,-21.726169,-50.7216396,2,0.0,,2020-05-19 19:48:07.798746+00:00
1813,"Ida County, Iowa",us,42.3418685,-95.4777811,7,0.0,,2020-05-19 19:45:20.115934+00:00
1814,Judayyidat ʻarʻar,sa,30.9599447,41.0595636,43,0.0,0.0,2020-05-19 19:48:39.511748+00:00
1815,"Telfair County, Georgia",us,31.8907647,-82.99316069999999,30,1.0,,2020-05-19 19:45:20.115934+00:00
1816,"Garrard County, Kentucky",us,37.6413234,-84.56414699999999,4,0.0,,2020-05-18 19:45:24.591927+00:00
1817,Nagpur,in,21.1458004,79.0881546,375,4.0,188.0,2020-05-19 19:48:45.279689+00:00
1818,"Callahan County, Texas",us,32.2728116,-99.456155,8,1.0,,2020-05-19 19:45:20.115934+00:00
1819,"Garrett County, Maryland",us,39.5681243,-79.29021329999999,7,0.0,,2020-05-19 19:45:20.115934+00:00
1820,"Tulsa County, Oklahoma",us,36.1593471,-95.94097099999999,787,37.0,,2020-05-19 19:45:20.115934+00:00
1821,"Putnam County, Tennessee",us,36.134602,-85.47880649999999,240,5.0,,2020-05-19 19:45:20.115934+00:00
1822,"Chesapeake City, Virginia",us,36.7682088,-76.2874927,387,10.0,,2020-05-19 19:45:20.115934+00:00
1823,Batatais,br,-20.8861169,-47.5854134,2,1.0,,2020-05-19 19:47:45.393019+00:00
1824,Boa Vista,br,2.8235098,-60.6758331,1437,49.0,,2020-05-19 19:47:46.003683+00:00
1825,"Howard County, Maryland",us,39.2873463,-76.964306,1419,45.0,,2020-05-18 19:45:24.591927+00:00
1826,"Dukes County, Massachusetts",us,41.4039539,-70.6692655,26,0.0,,2020-05-19 19:45:20.115934+00:00
1827,"Steuben County, New York",us,42.321027,-77.3783789,235,27.0,,2020-05-19 19:45:20.115934+00:00
1828,Westerwolde,nl,53.12051599999999,7.167360100000001,5,,,2020-05-19 19:46:57.643339+00:00
1829,Boca da Mata,br,-9.6615919,-36.1335683,9,0.0,,2020-05-19 19:47:46.014123+00:00
1830,Camutanga,br,-7.4086997,-35.2748844,7,1.0,,2020-05-19 19:47:49.708721+00:00
1831,"Carlisle County, Kentucky",us,36.8206685,-88.9796776,3,1.0,,2020-05-19 19:45:20.115934+00:00
1832,"Person County, North Carolina",us,36.3528221,-78.9288242,33,1.0,,2020-05-19 19:45:20.115934+00:00
1833,Choró,br,-4.845921,-39.137135,23,0.0,,2020-05-19 19:47:51.264097+00:00
1834,"Childress County, Texas",us,34.5257527,-100.1703257,2,0.0,,2020-05-19 19:45:20.115934+00:00
1835,Esperança,br,-21.997607,-48.3902551,13,0.0,,2020-05-19 19:47:53.549724+00:00
1836,"Roane County, Tennessee",us,35.836117,-84.56414699999999,9,0.0,,2020-05-19 19:45:20.115934+00:00
1837,"Clermont County, Ohio",us,39.0928449,-84.1857115,152,5.0,,2020-05-19 19:45:20.115934+00:00
1838,Encruzilhada,br,-15.5306298,-40.91280940000001,1,0.0,,2020-05-19 19:47:53.345704+00:00
1839,Çorum,tr,40.54992560000001,34.9537242,29,,,2020-05-11 18:20:31.812275+00:00
1840,Diyarbakır,tr,37.9249733,40.2109826,26,,,2020-05-11 18:20:31.845426+00:00
1841,"Wharton County, Texas",us,29.36909319999999,-96.15269850000001,43,0.0,,2020-05-19 19:45:20.115934+00:00
1842,"Williams County, North Dakota",us,48.432044,-103.2923954,21,0.0,,2020-05-19 19:45:20.115934+00:00
1843,"Accomack County, Virginia",us,37.7063323,-75.8069082,690,9.0,,2020-05-19 19:45:20.115934+00:00
1844,Esperantinópolis,br,-4.879763,-44.6930449,26,1.0,,2020-05-19 19:47:53.529433+00:00
1845,"Stanislaus County, California",us,37.5090711,-120.9876321,587,26.0,,2020-05-19 19:45:20.115934+00:00
1846,"Brevard County, Florida",us,28.263933,-80.7214417,367,11.0,,2020-05-19 19:45:20.115934+00:00
1847,"Dawson County, Nebraska",us,40.9427264,-99.8124935,811,7.0,,2020-05-19 19:45:20.115934+00:00
1848,"Dixon County, Nebraska",us,42.4257719,-96.83509989999999,27,0.0,,2020-05-19 19:45:20.115934+00:00
1849,Luiz Alves,br,-26.7137615,-48.9123933,2,0.0,,2020-05-19 19:47:59.404499+00:00
1850,"Mercer County, North Dakota",us,47.385292,-101.8628783,4,0.0,,2020-05-19 19:45:20.115934+00:00
1851,"Lee County, Florida",us,26.6630286,-81.9534815,1481,89.0,,2020-05-19 19:45:20.115934+00:00
1852,Canoinhas,br,-26.1772771,-50.3953675,12,0.0,,2020-05-19 19:47:49.941064+00:00
1853,Cariri do Tocantins,br,-11.8903282,-49.1613433,46,0.0,,2020-05-19 19:47:50.393801+00:00
1854,Itanhaém,br,-24.1833368,-46.78808919999999,53,10.0,,2020-05-19 19:47:57.089471+00:00
1855,"Madison County, Mississippi",us,32.6729459,-90.0373201,543,17.0,,2020-05-19 19:45:20.115934+00:00
1856,"Walsh County, North Dakota",us,48.3777874,-97.75288719999999,10,0.0,,2020-05-19 19:45:20.115934+00:00
1857,Comercinho,br,-16.296723,-41.7949225,1,0.0,,2020-05-19 19:47:51.526738+00:00
1858,"McLean County, North Dakota",us,47.6185079,-101.131122,6,0.0,,2020-05-19 19:45:20.115934+00:00
1859,"Kauai County, Hawaii",us,21.9661076,-159.5737912,21,0.0,,2020-05-19 19:45:20.115934+00:00
1860,Conceição da Barra,br,-18.4351474,-39.928632,2,0.0,,2020-05-19 19:47:51.534018+00:00
1861,"Tioga County, New York",us,42.1256317,-76.3637285,113,16.0,,2020-05-19 19:45:20.115934+00:00
1862,Itapecerica,br,-23.7153615,-46.8525874,13,0.0,,2020-05-19 19:47:57.140438+00:00
1863,Itaqui,br,-29.2429935,-56.4719928,2,0.0,,2020-05-19 19:47:57.384067+00:00
1864,Itaíba,br,-8.9620286,-37.2544065,4,0.0,,2020-05-19 19:47:57.546250+00:00
1865,Mogi das Cruzes,br,-23.5386445,-46.1709012,612,45.0,,2020-05-19 19:48:00.879956+00:00
1866,Senador José Porfírio,br,-2.5863467,-51.9491502,18,1.0,,2020-05-19 19:48:09.993367+00:00
1867,São João do Caiuá,br,-22.854936,-52.3380926,32,1.0,,2020-05-19 19:48:11.406640+00:00
1868,Ningbo,cn,29.868336,121.54399,157,0.0,157.0,2020-05-19 19:48:18.919922+00:00
1869,Bengbu,cn,32.916287,117.389719,160,5.0,155.0,2020-05-19 19:48:18.919922+00:00
1870,Xinyu,cn,27.817808,114.917346,130,0.0,130.0,2020-05-19 19:48:18.919922+00:00
1871,Al Kamil,sa,22.2697139,39.7858575,1,0.0,0.0,2020-05-19 19:48:39.441525+00:00
1872,Ad Dilam,sa,23.976619,47.1557087,10,0.0,0.0,2020-05-19 19:48:39.539393+00:00
1873,Nawanshahr,in,31.1255583,76.118642,105,1.0,68.0,2020-05-19 19:48:44.566868+00:00
1874,Aurangabad,in,19.8761653,75.3433139,974,33.0,298.0,2020-05-19 19:48:45.257424+00:00
1875,Nashik,in,19.9974533,73.78980229999999,857,35.0,550.0,2020-05-19 19:48:45.264911+00:00
1876,"Coffee County, Georgia",us,31.5182285,-82.82097399999999,201,12.0,,2020-05-19 19:45:20.115934+00:00
1877,"Colquitt County, Georgia",us,31.2072856,-83.8473015,253,11.0,,2020-05-19 19:45:20.115934+00:00
1878,"St. James Parish, Louisiana",us,30.0179292,-90.7913227,284,23.0,,2020-05-19 19:45:20.115934+00:00
1879,Çankırı,tr,40.600207,33.616223,13,,,2020-05-11 18:20:31.795386+00:00
1880,Denizli,tr,37.7830159,29.0963328,81,,,2020-05-11 18:20:31.829421+00:00
1881,"Sullivan County, New York",us,41.6897493,-74.7805192,1246,28.0,,2020-05-19 19:45:20.115934+00:00
1882,"Eddy County, North Dakota",us,47.6963964,-98.88718159999999,2,0.0,,2020-05-19 19:45:20.115934+00:00
1883,"Wells County, North Dakota",us,47.5217126,-99.57518449999999,2,0.0,,2020-05-19 19:45:20.115934+00:00
1884,"Newport News City, Virginia",us,37.0870821,-76.4730122,206,10.0,,2020-05-19 19:45:20.115934+00:00
1885,"Portage County, Ohio",us,41.1887572,-81.2518833,296,53.0,,2020-05-19 19:45:20.115934+00:00
1886,Paranacity,br,-22.9292983,-52.1538299,6,0.0,,2020-05-19 19:48:03.868976+00:00
1887,"Grant Parish, Louisiana",us,31.6943716,-92.539603,22,1.0,,2020-05-19 19:45:20.115934+00:00
1888,Taquaritinga do Norte,br,-7.9577174,-36.1324468,3,3.0,,2020-05-19 19:48:12.507676+00:00
1889,Filadélfia,br,-10.7429119,-40.1329774,0,0.0,,2020-05-19 19:47:54.128100+00:00
1890,Shangrao,cn,28.454862,117.943433,123,0.0,123.0,2020-05-19 19:48:18.919922+00:00
1891,Cunha,br,-23.0743544,-44.9561012,1,0.0,,2020-05-19 19:47:52.284921+00:00
1892,Japaratinga,br,-9.089796999999999,-35.2580917,7,1.0,,2020-05-19 19:47:58.169154+00:00
1893,Fátima,br,-10.6094132,-38.1899782,2,0.0,,2020-05-19 19:47:54.804541+00:00
1894,"Leslie County, Kentucky",us,37.0698286,-83.3789389,6,0.0,,2020-05-19 19:45:20.115934+00:00
1895,"Erie County, Ohio",us,41.4349882,-82.4752757,121,3.0,,2020-05-19 19:45:20.115934+00:00
1896,"Delaware County, New York",us,42.2452081,-74.8741045,69,2.0,,2020-05-19 19:45:20.115934+00:00
1897,"Duchesne County, Utah",us,40.2172448,-110.5215459,9,0.0,,2020-05-19 19:45:20.115934+00:00
1898,"Putnam County, Florida",us,29.6265157,-81.77870209999999,134,3.0,,2020-05-19 19:45:20.115934+00:00
1899,"Cook County, Georgia",us,31.1428037,-83.46435509999999,31,2.0,,2020-05-19 19:45:20.115934+00:00
1900,"Decatur County, Georgia",us,30.8720058,-84.5222189,128,4.0,,2020-05-19 19:45:20.115934+00:00
1901,Albrandswaard,nl,51.8580681,4.4231874,14,,,2020-05-19 19:46:55.091082+00:00
1902,Medianeira,br,-25.2952784,-54.0932225,17,0.0,,2020-05-19 19:48:00.493991+00:00
1903,Enkhuizen,nl,52.7075663,5.274119600000001,18,,,2020-05-19 19:46:55.824318+00:00
1904,Trier,de,49.749992,6.6371433,101,1.0,,2020-05-18 00:00:00+00:00
1905,Meleiro,br,-28.8564935,-49.5891233,2,0.0,,2020-05-19 19:48:00.515806+00:00
1906,Melgaço,br,-1.6084356,-51.095836,45,1.0,,2020-05-19 19:48:00.522963+00:00
1907,Divinésia,br,-20.9903302,-43.0048871,1,0.0,,2020-05-19 19:47:52.595013+00:00
1908,"Hamilton County, New York",us,43.4764406,-74.4056612,5,1.0,,2020-05-19 19:45:20.115934+00:00
1909,"Dawson County, Georgia",us,34.412912,-84.14351359999999,84,1.0,,2020-05-19 19:45:20.115934+00:00
1910,"Rice County, Kansas",us,38.2808698,-98.2212979,4,0.0,,2020-05-19 19:45:20.115934+00:00
1911,"Iberia Parish, Louisiana",us,29.4992629,-91.7538817,355,33.0,,2020-05-19 19:45:20.115934+00:00
1912,"Morrow County, Ohio",us,40.5303751,-82.8007993,98,1.0,,2020-05-19 19:45:20.115934+00:00
1913,"Washington County, Pennsylvania",us,40.1367719,-80.1875065,133,4.0,,2020-05-19 19:45:20.115934+00:00
1914,Luoyang,cn,34.620202,112.453926,31,1.0,30.0,2020-05-19 19:48:18.919922+00:00
1915,"Willacy County, Texas",us,26.4948223,-97.69822719999999,14,1.0,,2020-05-19 19:45:20.115934+00:00
1916,"Ritchie County, West Virginia",us,39.1822303,-81.0312989,1,0.0,,2020-05-19 19:45:20.115934+00:00
1917,Anqing,cn,30.531919,117.115101,83,0.0,83.0,2020-05-19 19:48:18.919922+00:00
1918,Cerqueira César,br,-23.0358666,-49.16207929999999,1,0.0,,2020-05-19 19:47:51.123226+00:00
1919,Dumont,br,-21.4661575,-43.5500944,3,0.0,,2020-05-19 19:47:53.178984+00:00
1920,Lu'an,cn,31.734476,116.521442,69,0.0,69.0,2020-05-19 19:48:18.919922+00:00
1921,"Coweta County, Georgia",us,33.3716708,-84.7315563,285,4.0,,2020-05-19 19:45:20.115934+00:00
1922,"Crisp County, Georgia",us,31.8875724,-83.804868,197,7.0,,2020-05-19 19:45:20.115934+00:00
1923,"Riley County, Kansas",us,39.3686475,-96.83509989999999,62,1.0,,2020-05-19 19:45:20.115934+00:00
1924,"Rooks County, Kansas",us,39.3638509,-99.2785583,7,0.0,,2020-05-19 19:45:20.115934+00:00
1925,"Campbell County, Kentucky",us,38.8951891,-84.3962535,134,10.0,,2020-05-19 19:45:20.115934+00:00
1926,"St. Louis County, Minnesota",us,47.7395106,-92.3623921,105,13.0,,2020-05-19 19:45:20.115934+00:00
1927,"Dunn County, North Dakota",us,47.2121625,-102.72602,11,0.0,,2020-05-19 19:45:20.115934+00:00
1928,Echt-Susteren,nl,51.093224,5.9073645,39,,,2020-05-19 19:46:55.751326+00:00
1929,Edam-Volendam,nl,52.5045411,5.045998,24,,,2020-05-19 19:46:55.758462+00:00
1930,Eindhoven,nl,51.44164199999999,5.4697225,178,,,2020-05-19 19:46:55.799621+00:00
1931,Elburg,nl,52.4492631,5.834519299999999,28,,,2020-05-19 19:46:55.808907+00:00
1932,Passo de Camaragibe,br,-9.242951,-35.4899399,4,1.0,,2020-05-19 19:48:04.228508+00:00
